14:0,i-15:0,ai-15:0,br-16:0,15:1,n-15:0,i-16:0,br-17:0,16:0,2-1 16:1a,10-Me-16:0,2-3 16:1b,2-4a,2-4 16:1w7,2-5 i-17:0_,16:1c,br-17:0,br17:1,10-Me17:0,cy17:0,18:0,0,18:1w9t _,br19:0 _,18:1w9c,18:1b,18:1c,18:2a,"18:2w6,9","18:3w6,9,12",cy-19:0,cy-19:0,0,"18:3w3,6,9",20:0,0,18:2b,21:0,20:2,20:3a,20:3b,"20:4w6,9,12,15",22:0,"20:5w3,6,9,12,15",0,23:0_,24:0,25:0,"22:6w3,6,9,12,15,18"
7.39538,53.21344,21.38599,0.61853,1.60731,11.45893,24.41887,1.30675,140.68468,8.59965,38.57691,4.26097,7.73086,48.46937,11.23237,20.01951,24.33814,13.1661,6.37019,20.432,24.10368,4.47117,4.95254,7.16644,135.37827,94.74504,15.50113,4.52232,85.61931,5.86132,7.69512,101.3633,5.6654,6.70587,11.31006,1.27991,1.26239,2.72906,1.35429,7.6754,0.89887,5.47118,15.91293,1.4389,2.16809,3.24499,11.99293,0.89025,0.46126
1.45928,18.73055,7.577,0,0.42484,4.86704,13.16836,0.96711,102.32488,4.77813,28.71838,0,5.67652,30.43752,8.33845,12.84911,20.89642,9.81868,5.4905,16.87122,20.87317,3.96659,3.81114,6.69655,116.60347,83.49329,13.58696,3.9229,82.00701,6.73123,7.93767,89.31018,4.73938,6.9098,9.95265,1.42087,1.06775,2.36567,1.43185,8.26593,0.76641,5.24137,13.56509,4.81229,13.03389,3.0621,10.93846,0.89169,0.51636
10.41917,64.89403,26.73582,0.63268,1.98231,11.02932,28.68905,1.20296,129.40254,9.94886,39.74356,5.2998,7.29482,52.58302,11.36526,24.04536,25.54708,14.81241,7.39111,21.16799,23.34673,5.69523,5.67949,7.07054,125.4399,82.68167,14.87223,5.03639,68.27467,4.88735,7.2853,108.4461,7.67171,5.53171,9.00396,1.24027,0.88689,1.37498,1.0052,5.02578,1.20821,4.34453,14.56534,2.94883,1.49021,2.27195,13.2854,0.77187,0.65732
15.83246,97.5498,39.56315,0.83701,2.98719,16.71009,37.36804,2.06394,175.27415,13.47396,59.7642,6.38524,13.9409,84.99521,16.60013,36.2891,42.86154,24.26783,9.45497,31.43048,32.51664,6.89264,8.69471,9.08889,173.2338,124.12661,22.83474,7.38643,94.40925,11.11501,11.15443,155.05429,10.1821,7.08329,14.13949,1.65622,1.92182,2.67382,1.71079,10.26538,1.05942,7.82563,22.96176,2.26523,2.10952,4.07716,23.56271,1.30178,0.68155
13.38575,85.56277,34.16552,1.02193,2.32794,19.26772,35.34362,1.47119,189.86712,11.16756,51.97348,5.00189,11.69854,91.01463,14.5186,31.34222,46.9949,18.98806,6.66946,28.58457,30.95854,6.07445,9.58187,8.58138,185.47439,132.13629,28.02831,6.43704,123.65008,10.64172,12.15124,153.28157,9.07645,9.85236,16.17632,1.98475,6.91807,3.38402,1.90973,11.94295,1.03478,6.82515,26.73603,1.69671,3.0936,4.44062,26.23932,1.47306,0.87608
9.68976,80.50689,32.03697,0.53465,1.70508,17.80809,34.89254,1.91762,230.56001,13.19192,65.85933,6.26633,15.63377,108.17026,19.24664,37.80815,59.103,24.44304,9.03524,37.6954,41.21815,7.26013,12.96901,14.53319,242.12779,175.76097,37.97364,9.92222,158.29123,13.76255,14.06661,204.51561,11.98629,15.09606,22.92131,2.75546,8.74779,4.97948,2.66961,15.39453,1.16887,9.42082,38.18872,2.62187,3.42826,5.82476,35.94966,1.92194,0.70999
12.72792,72.01742,34.34201,0,1.84026,14.90462,23.45002,0,137.1973,16.05043,51.44379,6.35864,4.27703,88.56542,9.32584,31.36375,30.92277,17.98899,5.07848,36.13251,3.44928,21.38179,3.71222,3.47856,139.51874,141.56431,27.44114,11.57522,79.31939,7.69682,10.19857,102.45721,12.56608,9.18138,20.27704,1.44228,1.22728,2.55634,0.94227,5.11716,1.17883,5.41678,33.83495,1.5572,3.1529,4.20986,24.92887,1.5322,1.51076
11.30111,70.01012,33.16345,0,1.79144,14.20342,23.9157,0.60769,141.17672,16.4246,53.69811,6.64271,4.55312,92.36907,9.70509,32.69708,31.21302,19.13191,5.91327,37.05526,22.54323,11.58416,7.00126,3.40093,146.45529,149.43117,27.75306,12.16919,82.18215,7.37316,10.20065,107.11196,10.38034,9.62732,18.85362,1.32569,1.14744,2.16875,0.87709,4.996,1.25036,5.39676,30.12994,0.64556,3.17793,3.54064,21.74843,1.20832,1.39944
21.43952,99.30339,48.15337,0.80822,3.66583,27.88351,31.86655,0.88658,229.27617,17.16004,50.05385,8.02073,10.1372,133.05752,11.77107,52.90304,65.87298,29.35491,5.52787,29.69531,3.69009,37.0817,10.00152,5.16624,217.55281,173.77207,38.58064,14.75747,172.79947,18.72741,9.00718,112.33632,11.93899,16.75856,34.79178,4.48604,2.45527,3.74448,2.31991,13.36184,0,9.43617,52.54417,3.34708,0,5.61844,36.77794,1.73783,0.90817
2.94779,22.30344,10.83889,0,0.55991,5.58446,8.4666,0.50073,78.74074,5.24262,19.79823,2.77186,4.14373,42.48292,4.63861,17.02072,22.93326,10.84244,2.48914,11.87696,14.08294,2.61966,4.08375,2.96257,85.31934,69.68478,13.86688,6.3745,68.76227,6.45365,3.84198,48.08986,4.32115,7.58644,20.76745,1.49586,0.67722,1.98663,0.94956,4.92115,1.41704,3.6689,32.17345,1.39529,2.87659,2.79641,22.86524,0.96953,0.39509
5.98445,45.48672,27.44494,0,1.84463,8.04156,20.24856,0.62987,124.29081,16.3335,31.12843,7.82279,7.05135,82.59589,12.09448,40.53455,29.93373,21.62876,4.55363,30.41922,24.15327,12.52195,8.9785,7.98307,134.97084,191.44616,27.18936,11.91385,66.78558,4.55055,6.08148,91.47006,7.55997,7.34618,22.00433,1.08698,2.40498,1.60337,0.95239,3.79825,1.2246,4.25737,26.71318,1.67157,2.94857,2.9157,18.22094,1.01094,0.57296
19.9201,107.36352,63.04548,0.48944,1.28707,18.04219,34.71795,1.42042,216.26058,26.27755,54.8287,12.57391,13.2312,147.3203,20.78304,67.8653,58.42443,36.04089,8.80813,52.3985,41.75238,15.67955,13.13556,12.86061,196.77345,278.83093,39.07117,18.21721,108.63592,9.2022,9.13453,145.98293,10.13686,12.19857,36.11751,1.53518,4.48608,3.35491,0,7.93457,2.2128,8.59935,45.44319,2.87343,3.90543,5.96579,39.90105,2.1953,0.58987
0.66892,7.3098,3.9676,0.24981,0.24564,0.99918,3.38328,0.36811,12.42617,1.81191,4.54794,1.14726,3.40183,7.27747,2.42469,3.82977,2.90611,3.51659,0.89814,3.14527,3.09065,1.8215,1.47963,1.79963,9.23995,24.64388,1.44863,0.39003,2.7047,0.16748,0.5385,25.53245,0.34651,0.24256,0.74509,0,0.17781,0.11406,0.13092,0.23187,0.09486,0.35681,0.94397,0.06404,0.05364,0.25307,2.43121,0.07238,0
0.52877,6.28824,3.41893,0.22325,0.19681,0.8143,3.53223,0.33131,12.31545,1.70927,4.53453,0.84052,3.03342,6.7888,2.43725,3.63144,3.01799,3.39926,0.9691,3.13337,3.06861,1.81733,1.43579,2.36318,9.36445,24.73168,1.49093,0.41008,2.80053,0.21652,0.57087,25.51949,0.34744,0.31723,0.58499,0,0.15003,0.12972,0.17351,0.28487,0.09649,0.31904,0.79549,0.06049,0.08389,0.10527,2.70462,0.05568,0
0.50689,6.24507,3.9427,0.28754,0.20174,0.83357,3.29026,0.72237,12.96414,1.57326,5.17088,1.37908,2.46833,7.44544,2.5759,4.26044,3.03434,3.63048,0.85419,5.70451,3.41785,2.20639,1.48427,1.9495,7.75889,30.87024,2.26795,0.55076,2.93271,0.06914,0.89682,24.56893,0.39354,0.12763,0.74299,0,0.1743,0.1507,0.06269,0.12713,0.07279,0.32718,0.94004,0.10812,0.11813,0.12759,3.11348,0.07449,0
0.5807,5.23343,2.79427,0.27818,0.22807,0.79257,3.18185,0.52813,12.08601,1.82174,3.35234,0.91864,1.78533,5.88836,1.78173,3.54146,2.22656,2.77754,0.76554,4.24349,2.91606,1.84601,1.31471,1.70845,8.05268,25.68329,1.58093,0.52665,1.93824,0,0.69477,23.03728,0.30202,0.06543,0.65308,0,0.218,0.10874,0.04019,0.04622,0.04815,0.2032,0.64232,0.05266,0.03971,0.0723,2.56968,0.04979,0.02523
0.89592,6.95388,3.89382,0.26843,0.33713,0.87597,2.81235,0.56056,12.26609,2.00323,3.44633,1.05522,1.87124,6.45244,1.85276,3.85536,2.29697,2.90322,0.73124,4.84795,2.77813,1.90688,1.25308,2.23625,6.33651,24.84906,1.57112,0.51091,1.49546,0.0233,0.51877,22.10328,0.32195,0.05083,0.76022,0,0.20613,0.12912,0.02689,0.02899,0.05024,0.20899,0.85022,0.03914,0.0504,0.49075,2.64398,0.05465,0.02351
0.47703,4.3326,2.48355,0.13155,0.1818,0.70439,1.45893,0.12507,9.93454,1.32927,2.79392,0.76012,1.26265,5.9179,1.46724,3.21527,2.1776,2.46905,0.27414,4.39108,2.12615,1.01194,1.03758,0.80673,5.28438,18.16234,18.16234,0.75879,2.23504,0.08516,0.58922,13.81096,0.23723,0.15815,0.66375,0,0.25977,0.11838,0,0.12827,0.0888,0.12288,0.93936,0,0.15925,0.23646,1.75545,0.06727,0
0.77432,5.99007,3.40514,0.17813,0.27424,0.92713,1.84213,0.14015,11.95706,1.86884,3.61709,1.07164,1.57699,7.44477,1.75206,3.9815,2.63207,2.98172,0.3506,5.29299,0.56421,2.27379,1.17523,0.9086,6.12487,20.7999,1.9495,0.88376,2.63178,0.16472,0.64197,15.47154,0.29537,0.18744,0.6769,0,0.27642,0.1073,0,0.1814,0.08293,0.15647,0.77295,0.06824,0.18194,0.24785,1.60463,0.05025,0
0.15483,2.10502,1.13001,0.08095,0,0.39639,1.13249,0.12093,8.73829,1.11481,2.87064,0.73214,1.2748,4.59433,1.43421,2.58748,2.17765,2.2034,0.2986,4.31268,2.15892,1.03559,1.04458,0.86814,5.61457,18.66182,1.78468,0.76792,2.4219,0.15506,0.60442,14.24841,0.26735,0.20318,0.65097,0,0.26021,0.1056,0,0.19286,0.07172,0.13748,0.7787,0.05929,0.17959,0.22058,1.55558,0.05519,0
0.41302,4.0462,2.31276,0.12927,0.13117,0.62197,1.47472,0.12848,10.50136,1.53328,3.21999,0.91518,1.43344,6.23595,1.55834,3.38224,2.39647,2.62173,0.39928,4.79901,2.18931,1.08043,1.10767,0.85323,5.8119,19.62288,1.90534,0.85016,2.5863,0.18475,0.55287,14.54354,0.26625,0.21735,0.59247,0,0.27522,0.10624,0,0.17489,0.07437,0.12474,0.79763,0,0.16365,0.22416,1.49555,0.06009,0
0.68237,5.42123,3.24802,0.20226,0.22828,0.89575,2.63242,0.49343,10.72124,1.52377,3.77387,0.9807,1.82679,6.48221,1.53864,4.12478,2.70624,2.72639,0.56076,4.53063,2.63647,0.86725,0.91825,1.42718,6.247,15.79036,1.73545,0.59866,2.06999,0.11546,0.4475,9.7457,0.13393,0.23138,0.83364,0,0.22016,0.13087,0.0335,0.13274,0.04214,0.20143,1.05897,0.02474,0.12091,0.22833,1.36472,0.0732,0
0.59894,5.2565,3.20524,0.17151,0.20284,0.73751,1.90717,0.51875,10.68987,1.55493,3.87029,1.08792,2.0235,6.47853,1.61429,4.23777,2.56428,2.87669,0.58977,4.72263,2.72116,0.89159,0.60391,1.05612,6.13564,16.2973,1.80001,0.59527,1.65481,0.07847,0.32235,10.29019,0.14692,0.15694,0.8433,0.01681,0.23331,0.11469,0.03179,0.16781,0,0.1949,0.97648,0.04628,0.10994,0.18,1.41033,0.06401,0.01711
0.68097,6.01277,3.44001,0.21295,0.30595,0.82817,2.04706,0.56979,11.03423,1.59283,3.58565,1.0892,1.55536,7.41267,1.80706,3.92033,2.87296,3.49192,0.51175,4.79541,0.26076,2.65964,0.69005,0.76819,6.25209,17.78966,1.50253,0.68853,2.00904,0.12108,0.35068,11.21077,0.16209,0.19138,0.86391,0.0295,0.2669,0.03354,0.05312,0.13008,0,0.20211,0.88857,0.13174,0.15617,0.22691,1.40608,0.0907,0.01667
0.82437,7.32571,4.16839,0.24312,0.38655,1.02331,2.28101,0.62036,12.31218,1.83111,3.92626,1.26033,1.68072,8.52161,1.90815,4.40594,3.2699,3.72217,0.53596,5.21672,0.31869,2.86272,0.75136,0.78895,6.65855,18.94132,1.59392,0.74385,2.37023,0.11795,0.38749,11.6926,0.17889,0.17889,1.04285,0,0.25767,0.12829,0.041,0.08789,0,0.25191,1.08604,0.10173,0.14192,0.26771,1.68971,0.11015,0.0235
1.04128,6.23066,4.04433,0.32569,0.23292,1.45519,2.62721,0.13511,14.34274,1.74859,4.14413,0.95016,2.82708,7.83465,1.86467,4.05832,2.72046,2.52091,0.53711,3.99746,3.43791,1.39774,1.01504,2.02927,11.01567,24.0558,2.07681,0.61002,7.39298,0.15881,1.1075,19.96499,0.85305,0.29571,2.53305,0.06065,0.20667,0.23041,0.10428,0.27482,0.33478,0.63705,2.64585,0.16699,0.30411,0.33452,3.03732,0.10497,0
1.07013,6.77149,4.31873,0.11302,0.19223,1.20763,3.50431,0,13.76033,1.75146,4.0778,0.80563,2.06893,6.40408,1.77901,3.65877,2.44436,2.2509,0.62755,3.79821,2.75239,1.32217,0.89866,1.78926,10.15039,21.78077,1.88274,0.5273,7.35489,0,0.88012,18.92195,0.72659,0,1.56535,0,0.17646,0.1391,0.09003,0.17451,0.22691,0.49935,1.85599,0.16419,0.22387,0.31093,2.68308,0.15025,0
1.88457,10.17618,6.40413,0.26759,0.42475,2.20701,4.89135,0.11762,20.42152,2.37916,5.34234,1.11707,3.29862,10.65671,2.20212,5.22314,4.33017,3.04443,0.72117,4.9237,0.30881,4.21954,1.24089,1.70557,15.29838,26.48986,2.65138,0.82717,12.16011,0.48717,1.08128,22.7403,0.87006,0.78042,2.85604,0.09109,0.32043,0.3259,0.17854,0.46996,0.25575,0.88702,3.10743,0.26862,0.3408,0.4858,3.66777,0.15497,0.06589
1.75972,9.54435,6.47151,0.19752,0.31082,1.86249,4.10884,0.12347,19.09748,2.48838,5.49573,1.26567,3.87276,10.68518,2.51462,5.62311,3.77365,3.37721,0.75632,5.5971,0.30733,4.53413,1.39987,2.45383,14.84734,31.94345,2.63109,0.86231,8.82666,0.20017,1.08851,27.77731,1.09906,0.4048,3.81745,0,0.25496,0.32075,0.15655,0.15526,0.28996,0.90448,3.70262,0.32009,0.40102,0.62884,4.75269,0.18263,0.08973
1.81629,10.05403,6.69682,0.20347,0.34207,1.93464,4.14707,0.10796,18.50305,2.52428,5.32458,1.22768,3.50588,10.46141,2.35069,5.41699,3.80124,3.17472,0.76917,5.12788,0.29759,4.18251,1.25783,2.27472,13.03302,28.34256,2.47825,0.78659,9.4144,0.24942,1.00475,22.6896,0.8713,0.37167,3.26972,0.04406,0.2334,0.30862,0.11705,0.25617,0.17169,0.76513,3.37384,0.2287,0.31465,0.4956,4.36897,0.15969,0.06352
1.80411,9.98388,6.57917,0.20611,0.33929,1.90213,4.35804,0.12613,18.38513,2.46969,5.56756,1.21627,3.59131,10.4578,2.39211,5.31422,3.84012,3.30181,0.83025,5.23977,0.30088,4.29244,1.27027,2.34263,13.22716,28.68467,2.47702,0.43299,8.8156,0.24806,1.05453,23.87983,0.90885,0.38144,3.38511,0.04412,0.22234,0.30922,0,0.27998,0.16792,0.7227,3.63627,0.26532,0.3418,0.49681,4.60011,0.16636,0.05799
